ID,Newspaper,Link
123,el_pais,https://elpais.com/espana/2024-12-05/el-pp-bloquea-la-negociacion-sobre-los-menores-migrantes-y-la-condiciona-a-un-cambio-de-politica-migratoria.html
124,el_pais,https://elpais.com/us/migracion/2024-12-05/la-patrulla-fronteriza-atropella-a-un-migrante-en-la-frontera-en-tijuana.html?autoplay=1
125,el_pais,https://elpais.com/us/2024-12-04/el-alcalde-de-nueva-york-abierto-a-colaborar-con-el-gobierno-de-trump-para-deportar-a-migrantes-con-delitos.html
126,el_pais,https://elpais.com/espana/2024-12-04/canarias-supera-ya-la-cifra-record-de-llegada-de-migrantes-con-un-37-mas-que-en-2023.html
127,el_pais,https://elpais.com/espana/2024-12-04/desarticulada-en-palma-una-organizacion-que-exploto-a-casi-200-inmigrantes-con-el-cuidado-a-dependientes.html
128,el_pais,https://elpais.com/espana/madrid/2024-12-04/mayores-migrantes-en-madrid-quedarse-o-volver-para-morir.html
129,el_pais,https://elpais.com/espana/catalunya/2024-12-03/junts-apremia-al-gobierno-con-el-traspaso-del-control-de-la-inmigracion-para-apoyar-los-presupuestos.html
130,el_pais,https://elpais.com/espana/catalunya/2024-12-03/lluisa-moret-psc-si-hay-presupuestos-del-estado-se-puede-afrontar-la-legislatura-y-los-habra.html
131,el_pais,https://elpais.com/espana/madrid/2024-12-03/ya-hay-gente-en-madrid-que-vive-en-capsulas-como-las-de-tokio-porque-no-pueden-pagar-un-alquiler.html
132,el_pais,https://elpais.com/mexico/2024-12-03/consumo-pago-de-impuestos-y-creacion-de-empleos-los-argumentos-de-sheinbaum-contra-el-discurso-antimigrante-de-trump.html
133,el_pais,https://elpais.com/us/2024-12-03/california-se-prepara-para-el-impacto-de-la-segunda-presidencia-de-trump.html
134,el_pais,https://elpais.com/us/2024-12-03/en-texas-ya-comenzo-el-mandato-de-trump.html
135,el_pais,https://elpais.com/ideas/2024-12-02/taina-tervonen-periodista-todos-nos-aprovechamos-de-la-mano-de-obra-migrante.html
136,el_pais,https://elpais.com/cultura/2024-12-02/mina-al-hammani-actriz-yo-nunca-he-ido-al-cine-con-mis-padres-jamas.html
137,el_pais,https://elpais.com/us/migracion/2024-12-02/universidades-y-escuelas-se-preparan-para-proteger-a-sus-alumnos-indocumentados-de-donald-trump.html
138,el_pais,https://elpais.com/economia/negocios/2024-12-01/los-democratas-perdieron-a-la-clase-trabajadora-y-luego-las-elecciones.html
139,el_pais,https://elpais.com/espana/madrid/2024-12-01/la-elite-empresarial-latina-saca-musculo-en-madrid.html
140,el_pais,https://elpais.com/us/2024-12-01/donald-trump-promete-revocar-la-ciudadania-de-inmigrantes-naturalizados-esto-dice-la-ley.html
141,el_pais,https://elpais.com/us/2024-11-30/que-son-las-ciudades-santuario-y-como-protegen-a-los-migrantes.html
142,el_pais,https://elpais.com/quadern/art-i-arquitectura/2024-11-29/joan-guerrero-el-temps-dun-obrer-de-la-camera.html
